,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,Popularity,MSRP,Avg Mileage
6667,Chevrolet,Malibu Maxx,2007,regular unleaded,217,6,AUTOMATIC,front wheel drive,4,Midsize,4dr Hatchback,1385,20575,23.0
6668,Chevrolet,Malibu Maxx,2007,regular unleaded,217,6,AUTOMATIC,front wheel drive,4,Midsize,4dr Hatchback,1385,19795,23.0
6669,Chevrolet,Malibu Maxx,2007,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Midsize,4dr Hatchback,1385,23710,18.5
6670,Chevrolet,Malibu Maxx,2007,regular unleaded,217,6,AUTOMATIC,front wheel drive,4,Midsize,4dr Hatchback,1385,23915,23.0
6671,Chevrolet,Malibu,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,28195,30.5
6672,Chevrolet,Malibu,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,25470,30.5
6673,Chevrolet,Malibu,2015,premium unleaded ,259,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,30355,25.5
6674,Chevrolet,Malibu,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,22340,30.5
6675,Chevrolet,Malibu,2015,premium unleaded ,259,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,27005,25.5
6676,Chevrolet,Malibu,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,23610,30.5
6677,Chevrolet,Malibu,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,22340,30.5
6678,Chevrolet,Malibu,2016,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,21625,32.0
6679,Chevrolet,Malibu,2016,premium unleaded ,250,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,28620,27.5
6681,Chevrolet,Malibu,2016,premium unleaded ,250,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,30920,27.5
6682,Chevrolet,Malibu,2016,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,23120,32.0
6683,Chevrolet,Malibu,2016,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,25020,32.0
6684,Chevrolet,Malibu,2016,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,23120,32.0
6685,Chevrolet,Malibu,2017,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,25125,31.5
6687,Chevrolet,Malibu,2017,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,21680,31.5
6688,Chevrolet,Malibu,2017,premium unleaded ,250,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,30975,27.5
6689,Chevrolet,Malibu,2017,regular unleaded,160,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,1385,23225,31.5
6690,Lincoln,Mark LT,2006,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,61,38680,15.5
6691,Lincoln,Mark LT,2006,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,61,42235,14.0
6692,Lincoln,Mark LT,2007,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,61,41225,14.0
6693,Lincoln,Mark LT,2007,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,61,41525,14.0
6694,Lincoln,Mark LT,2007,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,61,38425,14.0
6695,Lincoln,Mark LT,2007,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,61,38125,14.0
6696,Lincoln,Mark LT,2008,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,61,38915,14.0
6697,Lincoln,Mark LT,2008,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,61,42015,15.0
6698,Lincoln,Mark LT,2008,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,61,41715,15.0
6699,Lincoln,Mark LT,2008,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,61,38615,14.0
6700,Lincoln,Mark VIII,1996,regular unleaded,280,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2000,20.0
6701,Lincoln,Mark VIII,1996,regular unleaded,280,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2000,20.0
6702,Lincoln,Mark VIII,1997,regular unleaded,280,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2263,20.0
6703,Lincoln,Mark VIII,1997,regular unleaded,280,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2209,20.0
6704,Lincoln,Mark VIII,1998,regular unleaded,280,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2411,19.5
6705,Lincoln,Mark VIII,1998,regular unleaded,290,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2459,19.5
6706,Lincoln,Mark VII,1990,regular unleaded,225,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2000,18.5
6707,Lincoln,Mark VII,1990,regular unleaded,225,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2000,18.5
6708,Lincoln,Mark VII,1991,regular unleaded,225,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2000,18.5
6709,Lincoln,Mark VII,1991,regular unleaded,225,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2000,18.5
6710,Lincoln,Mark VII,1992,regular unleaded,225,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2000,18.5
6711,Lincoln,Mark VII,1992,regular unleaded,225,8,AUTOMATIC,rear wheel drive,2,Large,Coupe,61,2000,18.5
6712,Toyota,Matrix,2011,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,2031,19685,28.5
6713,Toyota,Matrix,2011,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,2031,20755,25.0
6714,Toyota,Matrix,2011,regular unleaded,158,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,2031,19565,24.5
6715,Toyota,Matrix,2011,regular unleaded,158,4,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,2031,21715,23.0
6716,Toyota,Matrix,2011,regular unleaded,132,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,2031,18845,29.0
6717,Toyota,Matrix,2012,regular unleaded,158,4,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,2031,21715,23.0
6718,Toyota,Matrix,2012,regular unleaded,132,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,2031,18845,29.0
6719,Toyota,Matrix,2012,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,2031,20755,25.0
6720,Toyota,Matrix,2012,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,2031,19685,28.5
6721,Toyota,Matrix,2012,regular unleaded,158,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,2031,19565,24.5
6722,Toyota,Matrix,2013,regular unleaded,132,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,2031,20115,28.5
6723,Toyota,Matrix,2013,regular unleaded,158,4,AUTOMATIC,all wheel drive,4,Compact,4dr Hatchback,2031,22415,23.0
6724,Toyota,Matrix,2013,regular unleaded,158,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,2031,20265,24.5
6725,Toyota,Matrix,2013,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,2031,21455,25.0
6726,Toyota,Matrix,2013,regular unleaded,132,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,2031,19275,29.0
6727,Nissan,Maxima,2014,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,34380,22.5
6728,Nissan,Maxima,2014,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,31290,22.5
6729,Nissan,Maxima,2016,premium unleaded ,300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,36990,26.0
6730,Nissan,Maxima,2016,premium unleaded ,300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,34490,26.0
6731,Nissan,Maxima,2016,premium unleaded ,300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,32510,26.0
6732,Nissan,Maxima,2016,premium unleaded ,300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,39960,26.0
6733,Nissan,Maxima,2016,premium unleaded ,300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,37770,26.0
6734,Nissan,Maxima,2017,premium unleaded ,300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,34590,25.5
6735,Nissan,Maxima,2017,premium unleaded ,300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,37090,25.5
6736,Nissan,Maxima,2017,premium unleaded ,300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,40040,25.5
6737,Nissan,Maxima,2017,premium unleaded ,300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,32610,25.5
6738,Nissan,Maxima,2017,premium unleaded ,300,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,2009,37870,25.5
6739,Mercedes-Benz,Maybach,2016,premium unleaded ,523,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,189350,16.5
6740,Mercedes-Benz,Maybach,2017,premium unleaded ,523,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,617,191300,17.0
6741,Mazda,Mazdaspeed 3,2011,premium unleaded ,263,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,586,23700,21.5
6742,Mazda,Mazdaspeed 3,2012,premium unleaded ,263,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,586,24000,21.5
6743,Mazda,Mazdaspeed 3,2013,premium unleaded ,263,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,586,24200,21.5
6744,Mazda,Mazdaspeed 6,2006,premium unleaded ,274,4,MANUAL,all wheel drive,4,Midsize,Sedan,586,27995,20.0
6745,Mazda,Mazdaspeed 6,2006,premium unleaded ,274,4,MANUAL,all wheel drive,4,Midsize,Sedan,586,29925,20.0
6746,Mazda,Mazdaspeed 6,2007,premium unleaded ,274,4,MANUAL,all wheel drive,4,Midsize,Sedan,586,29925,20.0
6747,Mazda,Mazdaspeed 6,2007,premium unleaded ,274,4,MANUAL,all wheel drive,4,Midsize,Sedan,586,27995,20.0
6748,Mazda,Mazdaspeed MX-5 Miata,2004,premium unleaded ,178,4,MANUAL,rear wheel drive,2,Compact,Convertible,586,25730,21.0
6749,Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded ,178,4,MANUAL,rear wheel drive,2,Compact,Convertible,586,25780,21.0
6750,Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded ,178,4,MANUAL,rear wheel drive,2,Compact,Convertible,586,26580,21.0
6751,Mazda,Mazdaspeed Protege,2003,premium unleaded ,170,4,MANUAL,front wheel drive,4,Compact,Sedan,586,20480,24.0
6752,Mazda,Mazdaspeed Protege,2003,premium unleaded ,170,4,MANUAL,front wheel drive,4,Compact,Sedan,586,19980,24.0
6753,BMW,M,2001,premium unleaded ,315,6,MANUAL,rear wheel drive,2,Compact,Coupe,3916,44990,19.0
6754,BMW,M,2001,premium unleaded ,315,6,MANUAL,rear wheel drive,2,Compact,Convertible,3916,45990,19.0
6755,BMW,M,2002,premium unleaded ,315,6,MANUAL,rear wheel drive,2,Compact,Coupe,3916,44990,21.0
6756,BMW,M,2006,premium unleaded ,330,6,MANUAL,rear wheel drive,2,Compact,Coupe,3916,49300,18.0
6757,BMW,M,2006,premium unleaded ,330,6,MANUAL,rear wheel drive,2,Compact,Convertible,3916,51300,18.0
6758,Acura,MDX,2015,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,44565,22.5
6759,Acura,MDX,2015,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,48840,22.5
6760,Acura,MDX,2015,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,50840,22.5
6761,Acura,MDX,2015,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,42565,24.0
6762,Acura,MDX,2015,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,48840,24.0
6763,Acura,MDX,2015,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,46840,24.0
6764,Acura,MDX,2015,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,56780,22.5
6765,Acura,MDX,2015,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,54780,24.0
6766,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,43015,23.0
6767,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,49440,23.0
6768,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,46515,22.0
6769,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,44515,23.0
6770,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,55230,22.5
6771,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,45015,22.0
6772,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,53230,23.5
6773,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,52640,22.0
6774,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,51440,22.0
6775,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,50640,22.0
6776,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,55230,23.5
6777,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,49440,22.0
6778,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,47440,23.0
6779,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,48640,23.0
6780,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,50640,23.0
6781,Acura,MDX,2016,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,57230,22.5
6782,Acura,MDX,2017,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,56400,22.5
6783,Acura,MDX,2017,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,48360,23.0
6784,Acura,MDX,2017,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,50360,22.0
6785,Acura,MDX,2017,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,52360,22.0
6786,Acura,MDX,2017,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,58400,22.5
6787,Acura,MDX,2017,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,56400,23.5
6788,Acura,MDX,2017,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,43950,23.0
6789,Acura,MDX,2017,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,50360,23.0
6790,Acura,MDX,2017,premium unleaded ,290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,204,45950,22.0
6791,Acura,MDX,2017,premium unleaded ,290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,204,54400,23.5
6792,Mercedes-Benz,Metris,2016,premium unleaded ,208,4,AUTOMATIC,rear wheel drive,4,Compact,Passenger Minivan,617,32500,21.5
6793,Mercedes-Benz,Metris,2016,premium unleaded ,208,4,AUTOMATIC,rear wheel drive,3,Large,Cargo Minivan,617,28950,22.5
6794,Chevrolet,Metro,1999,regular unleaded,55,3,MANUAL,front wheel drive,2,Compact,2dr Hatchback,1385,2000,38.0
6795,Chevrolet,Metro,1999,regular unleaded,79,4,MANUAL,front wheel drive,4,Compact,Sedan,1385,2000,36.0
6796,Chevrolet,Metro,1999,regular unleaded,79,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,1385,2000,36.0
6797,Chevrolet,Metro,2000,regular unleaded,79,4,MANUAL,front wheel drive,4,Compact,Sedan,1385,2000,34.5
6798,Chevrolet,Metro,2000,regular unleaded,55,3,MANUAL,front wheel drive,2,Compact,2dr Hatchback,1385,2000,36.5
6799,Chevrolet,Metro,2000,regular unleaded,79,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,1385,2000,34.5
6800,Chevrolet,Metro,2001,regular unleaded,79,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,1385,12515,28.5
6801,Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,436,2000,20.5
6802,Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116,6,MANUAL,four wheel drive,2,Compact,Regular Cab Pickup,436,2000,17.5
6803,Mitsubishi,Mighty Max Pickup,1994,regular unleaded,151,4,MANUAL,rear wheel drive,2,Compact,Extended Cab Pickup,436,2000,20.5
6804,Mitsubishi,Mighty Max Pickup,1995,regular unleaded,116,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,436,2000,20.5
6805,Mitsubishi,Mighty Max Pickup,1996,regular unleaded,116,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,436,2000,20.5
6806,Mazda,Millenia,2000,regular unleaded,210,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,586,2381,21.0
6807,Mazda,Millenia,2000,regular unleaded,210,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,586,2337,21.0
6808,Mazda,Millenia,2000,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,586,2138,20.5
6809,Mazda,Millenia,2001,premium unleaded ,210,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,586,31025,21.0
6810,Mazda,Millenia,2001,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,586,28025,20.5
6811,Mazda,Millenia,2002,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,586,28075,20.5
6812,Mazda,Millenia,2002,premium unleaded ,210,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,586,31075,21.0
6813,Mazda,Millenia,2002,premium unleaded ,210,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,586,31675,21.0
6814,Mazda,Millenia,2002,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,586,28875,20.5
6815,Infiniti,M,2012,premium unleaded ,330,6,AUTOMATIC,all wheel drive,4,Large,Sedan,190,49850,20.5
6816,Infiniti,M,2012,premium unleaded ,330,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,190,47700,22.0
6817,Infiniti,M,2012,premium unleaded ,360,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,190,53700,29.5
6818,Infiniti,M,2012,premium unleaded ,420,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,190,59200,20.0
6819,Infiniti,M,2012,premium unleaded ,420,8,AUTOMATIC,all wheel drive,4,Large,Sedan,190,61700,19.5
6820,Infiniti,M,2013,premium unleaded ,420,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,190,61200,20.0
6821,Infiniti,M,2013,premium unleaded ,360,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,190,54750,29.5
6822,Infiniti,M,2013,premium unleaded ,330,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,190,48700,22.0
6823,Infiniti,M,2013,premium unleaded ,420,8,AUTOMATIC,all wheel drive,4,Large,Sedan,190,63700,19.5
6824,Infiniti,M,2013,premium unleaded ,330,6,AUTOMATIC,all wheel drive,4,Large,Sedan,190,50850,20.5
6825,Mitsubishi,Mirage G4,2017,regular unleaded,78,3,MANUAL,front wheel drive,4,Compact,Sedan,436,13995,36.5
6826,Mitsubishi,Mirage G4,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Compact,Sedan,436,16995,38.5
6827,Mitsubishi,Mirage G4,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Compact,Sedan,436,15195,38.5
6828,Mitsubishi,Mirage,2014,regular unleaded,74,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,436,12995,38.0
6829,Mitsubishi,Mirage,2014,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,436,15195,40.5
6830,Mitsubishi,Mirage,2014,regular unleaded,74,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,436,14195,38.0
6831,Mitsubishi,Mirage,2014,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,436,13995,40.5
6832,Mitsubishi,Mirage,2015,regular unleaded,74,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,436,12995,38.0
6833,Mitsubishi,Mirage,2015,regular unleaded,74,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,436,14295,38.0
6834,Mitsubishi,Mirage,2015,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,436,15395,40.5
6835,Mitsubishi,Mirage,2015,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,436,14095,40.5
6836,Mitsubishi,Mirage,2015,regular unleaded,74,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,436,14945,40.5
6837,Mitsubishi,Mirage,2017,regular unleaded,78,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,436,14795,37.0
6838,Mitsubishi,Mirage,2017,regular unleaded,78,3,MANUAL,front wheel drive,4,Compact,4dr Hatchback,436,12995,37.0
6839,Mitsubishi,Mirage,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,436,14195,40.0
6840,Mitsubishi,Mirage,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,436,15995,40.0
6841,Mitsubishi,Mirage,2017,regular unleaded,78,3,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,436,16495,40.0
6842,Lincoln,MKC,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,61,46030,24.5
6843,Lincoln,MKC,2015,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,61,35595,22.5
6844,Lincoln,MKC,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,61,33100,24.5
6845,Lincoln,MKC,2015,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,61,48525,22.5
6846,Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,61,46455,24.5
6847,Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,61,42955,22.5
6848,Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,61,48950,22.5
6849,Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,61,40460,24.5
6850,Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,61,33260,24.5
6851,Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,61,39585,22.5
6852,Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,61,37090,24.5
6853,Lincoln,MKC,2016,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,61,35755,22.5
6854,Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,61,41895,22.0
6855,Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,61,35720,24.5
6856,Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,61,35130,22.0
6857,Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,61,32720,24.5
6858,Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,61,39485,24.5
6859,Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,61,38125,22.0
6860,Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,61,45475,24.5
6861,Lincoln,MKC,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,61,47880,22.0
6862,Lincoln,MKS,2014,regular unleaded,304,6,AUTOMATIC,front wheel drive,4,Large,Sedan,61,38850,23.5
6863,Lincoln,MKS,2014,regular unleaded,304,6,AUTOMATIC,all wheel drive,4,Large,Sedan,61,40845,22.0
6864,Lincoln,MKS,2014,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Large,Sedan,61,45840,21.0
6865,Lincoln,MKS,2015,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Large,Sedan,61,45840,21.0
6866,Lincoln,MKS,2015,regular unleaded,305,6,AUTOMATIC,front wheel drive,4,Large,Sedan,61,38850,23.5
6867,Lincoln,MKS,2015,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,Large,Sedan,61,40845,22.0
6868,Lincoln,MKS,2016,regular unleaded,350,6,AUTOMATIC,all wheel drive,4,Large,Sedan,61,41005,20.5
6869,Lincoln,MKS,2016,regular unleaded,350,6,AUTOMATIC,front wheel drive,4,Large,Sedan,61,39010,21.5
6870,Lincoln,MKS,2016,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Large,Sedan,61,46000,20.0
6871,Lincoln,MKT,2015,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Large,Wagon,61,45205,19.5
6872,Lincoln,MKT,2015,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Large,Wagon,61,43210,21.0
6873,Lincoln,MKT,2016,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Large,Wagon,61,43370,20.0
6874,Lincoln,MKT,2016,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Large,Wagon,61,45365,18.0
6875,Lincoln,MKT,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,Large,Wagon,61,43530,20.0
6876,Lincoln,MKT,2017,premium unleaded ,365,6,AUTOMATIC,all wheel drive,4,Large,Wagon,61,49025,18.0
6877,Lincoln,MKX,2015,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,61,40850,20.0
